ID,Bedrijfstak,Bedrijfstak_beschrijving,Periode_code,Periode,Periode_status,Waarde_1,Volume_2,Waarde_3,Volume_4,Waarde_5,Volume_6,Waarde_7,Volume_8,Omzet ongecorrigeerd Waarde,Omzet ongecorrigeerd Volume,Ontwikkeling t.o.v. een jaar eerder Waarde,Ontwikkeling t.o.v. een jaar eerder Volume
2754,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2007MM03,2007 maart,Definitief,132.1,144.1,6.3,2.9,132.3,145.2,1.8,1.8,134.5,146.6,7.2,3.8
3056,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2007MM03,2007 maart,Definitief,125.6,132.4,-0.3,-1.1,125.3,132.6,1.6,1.0,127.6,134.5,0.3,-0.5
3358,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2007MM03,2007 maart,Definitief,135.8,139.3,16.2,15.7,145.7,150.5,4.3,3.7,138.8,142.5,16.6,16.0
3660,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2007MM03,2007 maart,Definitief,123.9,117.4,28.4,32.6,156.8,149.5,8.8,8.6,123.9,117.4,28.4,32.6
3962,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2007MM03,2007 maart,Definitief,121.1,108.5,14.8,10.2,123.8,119.4,7.4,3.7,123.9,111.5,17.0,12.4
4264,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2007MM03,2007 maart,Definitief,122.6,119.0,14.3,12.6,136.5,136.2,6.2,6.1,125.8,122.3,15.9,14.1
4566,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2007MM03,2007 maart,Definitief,89.7,93.5,1.2,-0.4,93.2,97.8,0.7,1.1,91.7,95.6,1.6,0.3
4868,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2007MM03,2007 maart,Definitief,51.1,48.9,1.1,2.6,48.4,47.1,-1.9,-2.0,51.3,49.0,1.1,2.6
37,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2007KW01,2007 1e kwartaal,Definitief,94.3,100.4,4.3,3.4,101.9,108.4,1.8,1.8,94.4,100.6,5.3,4.4
339,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2007KW01,2007 1e kwartaal,Definitief,82.7,95.6,4.0,3.2,85.4,99.2,2.2,2.3,82.2,95.3,5.3,4.3
641,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2007KW01,2007 1e kwartaal,Definitief,78.4,90.4,4.9,4.1,80.0,92.8,2.7,2.8,77.8,90.0,6.2,5.2
943,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2007KW01,2007 1e kwartaal,Definitief,107.6,108.0,4.8,3.9,120.6,120.7,1.7,1.6,108.1,108.7,5.7,4.8
1245,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2007KW01,2007 1e kwartaal,Definitief,108.8,128.0,0.6,-0.6,118.0,138.8,0.2,0.4,109.1,128.2,1.7,0.5
1547,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2007KW01,2007 1e kwartaal,Definitief,123.7,83.1,5.3,17.0,128.8,86.7,2.9,6.3,123.8,83.2,4.7,16.4
1849,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2007KW01,2007 1e kwartaal,Definitief,126.1,133.9,1.4,-0.3,134.6,143.7,0.1,-0.6,126.9,134.7,2.3,0.6
2151,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2007KW01,2007 1e kwartaal,Definitief,126.0,130.9,3.4,2.5,125.5,130.5,1.1,0.9,126.4,131.3,4.4,3.5
2453,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2007KW01,2007 1e kwartaal,Definitief,128.1,140.0,2.8,-0.4,140.6,154.3,0.2,-1.0,129.2,141.1,3.7,0.5
2755,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2007KW01,2007 1e kwartaal,Definitief,117.6,128.8,3.2,0.0,130.4,143.5,-0.1,-1.4,118.4,129.6,4.3,1.0
3057,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2007KW01,2007 1e kwartaal,Definitief,119.8,126.7,0.3,-0.5,124.6,132.3,0.2,-0.1,120.3,127.2,1.4,0.6
3359,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2007KW01,2007 1e kwartaal,Definitief,118.1,122.7,8.9,8.6,140.7,145.8,5.7,4.8,119.5,124.2,9.5,9.2
3661,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2007KW01,2007 1e kwartaal,Definitief,108.3,103.0,21.2,26.0,148.7,141.8,10.4,11.4,108.3,103.0,21.2,26.0
3963,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2007KW01,2007 1e kwartaal,Definitief,100.8,103.0,9.0,6.5,118.5,116.1,1.1,2.2,101.1,103.5,10.8,8.2
4265,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2007KW01,2007 1e kwartaal,Definitief,97.8,101.8,6.5,6.3,129.0,128.5,-1.9,-1.6,98.4,102.5,8.0,7.8
4567,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2007KW01,2007 1e kwartaal,Definitief,85.8,89.8,0.0,-1.3,92.2,96.7,2.5,1.6,86.2,90.2,1.0,-0.3
4869,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2007KW01,2007 1e kwartaal,Definitief,49.4,48.3,4.4,6.2,48.9,47.5,1.5,2.1,49.2,48.1,3.9,5.6
38,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2007MM04,2007 april,Definitief,104.6,108.5,6.0,4.2,103.4,109.3,-0.3,-0.8,102.1,106.1,3.7,2.1
340,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2007MM04,2007 april,Definitief,85.0,97.7,3.6,2.5,85.2,98.6,-1.0,-1.9,82.6,95.3,1.0,0.2
642,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2007MM04,2007 april,Definitief,80.0,91.7,4.4,3.4,79.8,92.1,-1.3,-2.3,77.6,89.3,1.5,0.9
944,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2007MM04,2007 april,Definitief,125.8,121.8,7.7,5.5,123.7,123.0,-0.1,-0.3,123.0,119.1,5.6,3.4
1246,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2007MM04,2007 april,Definitief,115.2,134.7,0.3,-0.8,118.4,139.2,0.3,0.1,113.3,132.5,-1.3,-2.3
1548,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2007MM04,2007 april,Definitief,105.7,72.7,-0.2,11.9,122.8,84.4,-7.0,-6.2,104.0,71.5,-2.3,9.4
1850,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2007MM04,2007 april,Definitief,136.3,143.3,0.6,-1.5,134.0,142.2,-1.3,-1.7,132.7,139.6,-0.4,-2.4
2152,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2007MM04,2007 april,Definitief,117.0,120.3,-1.1,-1.8,122.0,126.0,-2.9,-3.3,113.8,117.0,-2.2,-2.9
2454,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2007MM04,2007 april,Definitief,155.5,167.7,4.5,0.7,141.1,152.9,-0.6,-1.6,151.8,164.0,3.9,0.3
2756,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2007MM04,2007 april,Definitief,149.5,161.4,8.0,3.8,133.1,144.5,0.6,-0.5,146.6,158.5,6.8,2.8
3058,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2007MM04,2007 april,Definitief,116.2,122.0,-3.5,-4.2,123.0,130.3,-1.8,-1.7,112.8,118.4,-5.0,-5.7
3360,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2007MM04,2007 april,Definitief,137.2,141.5,10.1,9.4,139.5,144.8,-4.2,-3.8,136.7,141.0,9.4,8.6
3662,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2007MM04,2007 april,Definitief,102.0,96.3,10.3,13.5,138.1,131.3,-11.9,-12.2,102.0,96.3,10.3,13.5
3964,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2007MM04,2007 april,Definitief,138.9,123.6,18.0,13.5,130.2,124.7,5.2,4.5,135.5,120.5,13.9,9.1
4266,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2007MM04,2007 april,Definitief,169.5,160.6,20.7,19.1,149.5,148.8,9.5,9.2,164.5,155.5,15.2,13.5
4568,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2007MM04,2007 april,Definitief,88.3,91.8,1.8,0.2,93.2,97.4,0.0,-0.4,85.7,88.9,-0.3,-2.2
4870,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2007MM04,2007 april,Definitief,48.7,46.5,7.5,8.8,49.4,48.0,2.1,1.8,48.6,46.3,7.5,8.8
39,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2007MM05,2007 mei,Definitief,105.9,110.6,1.4,0.5,102.1,108.3,-1.3,-0.9,106.2,110.9,2.4,1.5
341,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2007MM05,2007 mei,Definitief,88.5,102.5,3.5,3.3,85.6,99.9,0.5,1.3,88.3,102.4,5.1,4.7
643,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2007MM05,2007 mei,Definitief,83.7,96.8,4.2,4.1,80.5,93.7,0.8,1.8,83.6,96.7,6.1,5.7
945,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2007MM05,2007 mei,Definitief,124.7,121.1,0.0,-1.6,120.1,119.5,-2.9,-2.8,125.4,121.9,0.8,-0.7
1247,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2007MM05,2007 mei,Definitief,117.4,138.0,0.3,-0.3,117.4,138.4,-0.8,-0.6,117.4,137.9,1.3,0.7
1549,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2007MM05,2007 mei,Definitief,125.3,86.8,7.6,20.2,133.8,92.5,9.0,9.5,124.2,86.1,5.8,18.1
1851,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2007MM05,2007 mei,Definitief,141.2,148.5,1.1,-1.1,136.1,144.3,1.6,1.5,142.3,149.6,1.5,-0.7
2153,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2007MM05,2007 mei,Definitief,124.9,128.0,2.5,1.1,128.5,132.3,5.4,5.0,125.7,128.9,3.3,1.8
2455,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2007MM05,2007 mei,Definitief,157.5,170.0,1.3,-2.2,139.4,151.5,-1.2,-0.9,158.9,171.5,1.7,-1.8
2757,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2007MM05,2007 mei,Definitief,151.0,163.1,1.5,-2.1,128.6,140.1,-3.3,-3.1,151.9,164.1,2.0,-1.6
3059,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2007MM05,2007 mei,Definitief,123.6,129.5,0.7,-0.6,128.1,135.1,4.1,3.7,124.5,130.4,1.4,0.1
